label,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,tweet_id
unverified,-982120.5375,-2375.725,33926.16049382716,42063.432098765436,5332.037037037037,476.81481481481484,85653.53086419753,77.0,0.0,3.0,0.0375,2391763.0,282229.0,546906.0,2770068.0,282992.0,22237.0,1320183.0,0.024691358024691357,745236050407194624
false,-1779147.143454039,361.4791086350975,14370.641274238227,3119.139889196676,426.77423822714684,11.170360110803324,16932.739612188365,688.0,0.0,30.0,0.04178272980501393,7059.0,9731.0,214813.0,1909910.0,9750.0,4974.0,209897.0,0.0,673079581520318464
non-rumor,-10617391.414746543,567.1244239631336,24299.58256880734,51886.33027522936,618.2844036697247,363.4036697247706,28964.66513761468,212.0,0.0,5.0,0.02304147465437788,1873.0,4706.0,322019.0,11131035.0,4720.0,73849.0,821556.0,0.009174311926605505,691995324752252930
false,-3277.929292929293,-967.4949494949495,24457.41176470588,2496.9117647058824,1560.4117647058824,36.48039215686274,48889.166666666664,73.0,0.0,26.0,0.26262626262626265,73554.0,19129.0,171149.0,75700.0,20830.0,492.0,395488.0,0.0,673984270902427650
true,-952838.2119402986,245.25671641791044,11447.958702064896,7598.463126843658,1061.6283185840707,103.87610619469027,26251.27138643068,319.0,0.0,16.0,0.04776119402985075,64489.0,10083.0,280776.0,1159036.0,13452.0,8447.0,507797.0,0.061946902654867256,524975705206304769
false,-634762.609929078,-594.8014184397163,20094.836734693876,7469.721088435374,1048.2448979591836,62.93197278911565,86620.38775510204,135.0,0.0,6.0,0.0425531914893617,15887.0,24713.0,161127.0,837230.0,25693.0,3997.0,514878.0,0.02040816326530612,618805892222468096
non-rumor,-8077451.894357743,-635.2989195678272,19553.944705882353,33031.269411764704,737.8517647058824,149.21764705882353,39169.26235294118,790.0,0.0,43.0,0.05162064825930372,13948570.0,17379.0,632757.0,17727079.0,17907.0,43897.0,869598.0,0.015294117647058824,693086478667112448
true,-107330.58656873033,-1449.8032528856243,28167.01331285202,4586.790578597031,1456.463389656938,96.42140296979007,47861.78545826933,1729.0,0.0,177.0,0.09286463798530954,1152299.0,206240.0,701790.0,1172752.0,207878.0,15622.0,770814.0,0.02816180235535074,614595181845839873
false,-972.5555555555555,-540.7037037037037,13501.91847826087,1247.016304347826,1232.6684782608695,20.36413043478261,40586.33152173913,16.0,0.0,11.0,0.4074074074074074,1836.0,1084.0,334171.0,37418.0,88965.0,540.0,222780.0,0.0,654371696195993600
false,-7275.9473684210525,-7751.210526315789,35441.30088495575,4296.123893805309,4383.716814159292,71.53982300884955,68050.26548672566,15.0,0.0,4.0,0.21052631578947367,1982.0,4023.0,335365.0,97143.0,92996.0,492.0,423719.0,0.0,665358434351509504
unverified,-11176232.75975976,-4711.108108108108,30861.461764705884,42389.29705882353,1516.2529411764706,364.20588235294116,66986.6294117647,321.0,0.0,12.0,0.036036036036036036,2821.0,11810.0,448914.0,13290842.0,18947.0,94712.0,1711952.0,0.026470588235294117,755439197125767169
false,-23696857.11675127,818.2994923857868,17646.17874396135,121878.72946859903,957.768115942029,617.9903381642512,61558.96618357488,195.0,0.0,2.0,0.01015228426395939,4554.0,7079.0,222064.0,24965221.0,7149.0,113415.0,1711952.0,0.00966183574879227,666633171325353989
unverified,-14828978.197452229,-4062.9044585987263,13972.493670886075,98554.63924050632,1251.3417721518988,421.1518987341772,40161.36708860759,156.0,0.0,1.0,0.006369426751592357,680.0,3875.0,349591.0,15318096.0,9316.0,56990.0,319535.0,0.0189873417721519,729647367457230850
unverified,-146320.15454545454,-28232.118181818183,37762.06896551724,4716.2155172413795,3446.3275862068967,87.01724137931035,64802.4224137931,109.0,0.0,1.0,0.00909090909090909,9140.0,8623.0,269558.0,162303.0,33688.0,2825.0,344809.0,0.008620689655172414,726442550266044416
false,-1343410.142857143,2857.1148459383753,33517.849582172705,7272.8356545961005,3176.9192200557104,140.77437325905294,73483.77437325905,356.0,0.0,1.0,0.0028011204481792717,495.0,60600.0,523142.0,1397150.0,60602.0,21463.0,1320182.0,0.0,666070802924617728
true,-2229358.8391959798,-657.5527638190955,24160.699507389163,24975.591133004928,1766.8325123152708,284.4384236453202,84919.12807881774,195.0,0.0,4.0,0.020100502512562814,32689.0,37264.0,821505.0,2770127.0,37891.0,22239.0,1320250.0,0.019704433497536946,544512664769396736
non-rumor,-24972424.256532066,604.2945368171021,16069.137767220902,138405.0380047506,1267.729216152019,587.3277909738717,45456.17339667458,413.0,0.0,8.0,0.019002375296912115,53343427.0,50329.0,544705.0,55087631.0,51297.0,183187.0,1712257.0,0.028503562945368172,692106491365605376
unverified,-9707974.922746781,-3741.3648068669527,28563.534188034188,54811.294871794875,1251.820512820513,456.0769230769231,60758.54700854701,226.0,0.0,7.0,0.030042918454935622,3686.0,53492.0,780932.0,11436208.0,59199.0,84906.0,982496.0,0.029914529914529916,727966590084485120
non-rumor,-8076412.127272727,493.78909090909093,24216.858695652172,39533.909420289856,1094.677536231884,464.78985507246375,84581.38405797101,268.0,0.0,7.0,0.025454545454545455,3171.0,12133.0,347966.0,9351927.0,12680.0,88690.0,1800902.0,0.025362318840579712,691789524498845699
non-rumor,-8608713.162401576,198.6279527559055,21913.88493919551,14388.517305893358,1101.6089803554723,72.37137511693172,26003.619270346117,882.0,0.0,134.0,0.13188976377952755,12461.0,282456.0,600863.0,14269041.0,282992.0,56271.0,710340.0,0.0037418147801683817,767803368081358848
false,-1118.433962264151,-202.81132075471697,21403.79527559055,1018.4566929133858,336.7716535433071,37.24409448818898,93552.73228346456,38.0,0.0,15.0,0.2830188679245283,3222.0,1736.0,197979.0,6343.0,2545.0,371.0,414959.0,0.0,667379734343471104
unverified,-105376.93913043478,-94324.89565217392,34128.37606837607,4501.179487179487,4267.7692307692305,56.15384615384615,47337.65811965812,113.0,0.0,2.0,0.017391304347826087,89755.0,63401.0,312541.0,119661.0,107536.0,1054.0,341911.0,0.0,715671763808493569
false,-39727882.310559005,68.5031055900621,30163.006211180124,261257.15527950312,1306.1987577639752,925.4906832298136,74555.88198757764,160.0,0.0,1.0,0.006211180124223602,91.0,12411.0,448676.0,41806531.0,13519.0,138304.0,1651605.0,0.024844720496894408,653250169752977408
unverified,-74416.04411764706,-54.87132352941177,23749.88560885609,4143.387453874539,1647.7822878228783,81.29151291512915,49263.57564575646,263.0,0.0,9.0,0.03308823529411765,279158.0,57427.0,447380.0,297188.0,59075.0,1894.0,776131.0,0.02952029520295203,656361703664451585
false,-656099.6384297521,-178.29132231404958,35359.21926229508,7140.711065573771,5066.772540983607,104.56967213114754,72566.65983606558,476.0,0.0,8.0,0.01652892561983471,4888.0,205007.0,370335.0,753991.0,205896.0,5452.0,616170.0,0.0020491803278688526,643103859729166337
unverified,-1524512.774336283,392.5929203539823,24642.276785714286,10907.669642857143,879.6785714285714,148.54464285714286,43422.486607142855,222.0,0.0,4.0,0.017699115044247787,276265.0,8002.0,510664.0,1835456.0,8189.0,17057.0,1800871.0,0.022321428571428572,714560810266132480
false,-1858395.6712328766,1621.7191780821918,20113.43537414966,17726.39455782313,2462.829931972789,365.7142857142857,57345.054421768706,144.0,0.0,2.0,0.0136986301369863,1540.0,66078.0,333030.0,2119698.0,66232.0,19802.0,1173137.0,0.013605442176870748,658065957823324160
non-rumor,-22439436.266159695,1027.726235741445,17445.76404494382,108013.02621722847,1255.5355805243446,536.5393258426966,60410.19850187266,258.0,0.0,5.0,0.019011406844106463,33410.0,34841.0,323407.0,24965240.0,34911.0,113415.0,1711952.0,0.018726591760299626,693534670428971008
unverified,-163301.39449541285,908.743119266055,40514.62162162162,3444.6396396396394,1075.5855855855855,93.1891891891892,56853.495495495496,98.0,0.0,11.0,0.10091743119266056,5246.0,25004.0,673040.0,223543.0,25041.0,4771.0,368750.0,0.018018018018018018,722885778448121857
true,-16406615.857549857,2890.960113960114,18213.70028818444,56907.59654178674,3463.541786743516,260.164265129683,47094.164265129686,346.0,0.0,5.0,0.014245014245014245,946.0,767916.0,498531.0,18518027.0,768314.0,65779.0,1173138.0,0.01440922190201729,614599619310407680
unverified,-17530.6,-13085.894117647058,43376.35555555556,1336.0444444444445,876.3555555555556,23.655555555555555,40963.3,75.0,0.0,10.0,0.11764705882352941,1011.0,1484.0,462274.0,25104.0,18618.0,440.0,222308.0,0.0,706933939953344514
non-rumor,-35006407.117419355,1119.4270967741936,20332.34715025907,98426.59585492229,1366.6373056994819,449.8588082901554,50704.812176165804,762.0,0.0,13.0,0.016774193548387096,134980.0,78395.0,521958.0,39537618.0,78398.0,134854.0,1800871.0,0.007772020725388601,691285663522648065
false,-174046.71875,-1301.96875,57756.27659574468,7721.404255319149,3642.1106382978724,215.0,140528.49787234043,216.0,0.0,8.0,0.03571428571428571,3080.0,71992.0,796493.0,428303.0,75868.0,5418.0,2193884.0,0.01702127659574468,661229627734667264
unverified,-182262.1081081081,-83.77477477477477,17695.619469026547,2575.283185840708,741.0442477876106,43.469026548672566,27892.265486725664,111.0,0.0,0.0,0.0,-122.0,4405.0,375999.0,189574.0,5247.0,1209.0,368672.0,0.008849557522123894,714755546285477888
non-rumor,-114391.70870113494,58.44010088272383,29159.15703517588,1336.7701005025126,771.7336683417085,40.413316582914575,40797.927135678394,766.0,0.0,27.0,0.034047919293820936,19837.0,14986.0,564032.0,144255.0,15652.0,7361.0,720759.0,0.007537688442211055,672102358516670465
false,-991521.1174934725,-1146.2402088772847,31036.38961038961,6369.706493506494,3116.901298701299,94.25194805194805,54541.22077922078,378.0,0.0,5.0,0.013054830287206266,5903.0,105774.0,411883.0,1069184.0,109862.0,8984.0,846607.0,0.007792207792207792,673686233936072704
false,-1046001.9318181818,343.24242424242425,11637.535580524345,4855.247191011236,527.9737827715355,18.09737827715356,25170.58052434457,256.0,0.0,8.0,0.030303030303030304,3831.0,4834.0,115332.0,1132345.0,5000.0,2627.0,435835.0,0.003745318352059925,618192748735299584
unverified,-14449827.118110236,751.8188976377953,40598.140625,126947.0078125,1312.5703125,892.3359375,51144.6171875,126.0,0.0,1.0,0.007874015748031496,20731.0,10327.0,356364.0,15957139.0,10737.0,102393.0,458966.0,0.0234375,715264793737879553
true,-106270.20066889632,-29773.558528428093,41950.920529801326,4040.341059602649,4377.3311258278145,89.29470198675497,63590.05298013245,286.0,0.0,13.0,0.043478260869565216,218547.0,723969.0,1153619.0,367692.0,768314.0,1666.0,919533.0,0.019867549668874173,614594667225571328
non-rumor,-17271999.461988304,1450.9181286549708,19314.359050445102,57929.36498516321,1925.3115727002967,253.15430267062314,47241.578635014834,338.0,1.0,3.0,0.008771929824561403,2397.0,175729.0,407119.0,18518047.0,176127.0,65780.0,1029353.0,0.005934718100890208,693935557009801218
false,-19743.506024096387,-15614.493975903615,56225.68817204301,6914.569892473119,5134.397849462365,109.90322580645162,101629.64516129032,72.0,0.0,11.0,0.13253012048192772,114382.0,55910.0,781383.0,126133.0,69530.0,1643.0,624981.0,0.0,644229386149888001
unverified,-4090.8,-3042.3333333333335,59328.46153846154,4283.923076923077,4245.263736263736,58.747252747252745,82011.75824175825,10.0,0.0,5.0,0.3333333333333333,5765.0,5738.0,484545.0,29317.0,31365.0,404.0,429341.0,0.0,763428684850094080
false,-126741.62931034483,-35230.90517241379,67432.6,6696.272727272727,4954.845454545454,149.6818181818182,111203.88181818182,111.0,0.0,5.0,0.04310344827586207,10326.0,8247.0,603110.0,149145.0,52592.0,1666.0,520166.0,0.01818181818181818,671181758692507648
non-rumor,-10573862.939285714,832.8625,27404.889679715303,20828.332740213522,915.4857651245552,171.83096085409252,32633.183274021354,555.0,0.0,5.0,0.008928571428571428,2506.0,45745.0,673033.0,11131185.0,45759.0,73849.0,821576.0,0.021352313167259787,692078399012130816
unverified,-11695.485576923076,-11254.826923076924,78902.58771929824,2802.7675438596493,2583.9561403508774,113.84649122807018,116962.38157894737,189.0,0.0,19.0,0.09134615384615384,23839.0,5341.0,587427.0,40757.0,22708.0,1873.0,2193715.0,0.0043859649122807015,752875379765968897
false,-5434574.963963964,-1576.7987987987988,17024.107784431137,21865.511976047903,979.4820359281437,110.02395209580838,45094.98802395209,323.0,0.0,10.0,0.03003003003003003,362081.0,77259.0,245653.0,6532495.0,77479.0,23867.0,698934.0,0.008982035928143712,626642648179159040
unverified,-206860.35384615386,1400.876923076923,31881.576923076922,3215.376923076923,1551.7,79.22307692307692,33828.96923076923,126.0,0.0,4.0,0.03076923076923077,12898.0,18276.0,358619.0,223543.0,18313.0,4771.0,298548.0,0.007692307692307693,742114513726623744
unverified,-18958.455223880595,-7810.44776119403,31789.777777777777,2293.0592592592593,2209.733333333333,96.97777777777777,42263.2,128.0,0.0,6.0,0.04477611940298507,38339.0,19400.0,361014.0,47599.0,25594.0,1278.0,643728.0,0.0,716457799392342018
unverified,-130421.36440677966,-7629.432203389831,47730.901639344265,5345.549180327869,3785.532786885246,145.31147540983608,105076.88524590163,106.0,0.0,12.0,0.1016949152542373,1758.0,188154.0,490869.0,197086.0,192030.0,5419.0,1427232.0,0.00819672131147541,778625026144792577
true,-2140522.638138138,-18251.798423423425,23923.518242740134,7759.73008190618,1399.403946388682,120.63588979895756,39175.82278481012,2547.0,0.0,117.0,0.04391891891891892,7475831.0,78329.0,971683.0,7739742.0,82313.0,66469.0,2193965.0,0.03090096798212956,614610920782888960
unverified,-181888.88571428572,-859.5619047619048,44553.77358490566,6952.754716981132,3056.7264150943397,208.99056603773585,116314.1320754717,104.0,0.0,1.0,0.009523809523809525,3079.0,12177.0,279741.0,200163.0,16053.0,5418.0,720759.0,0.02830188679245283,715254040289021952
false,-545253.1775700934,-2780.5607476635514,28026.3738317757,15783.056074766355,2444.0186915887853,178.02803738317758,48143.299065420564,106.0,0.0,1.0,0.009345794392523364,1198463.0,28854.0,206526.0,1300882.0,32713.0,8680.0,327181.0,0.028037383177570093,673872171341447169
non-rumor,-9588758.434146341,822.1902439024391,24139.992665036676,22021.259168704157,1413.6320293398533,179.7750611246944,41718.03789731051,809.0,0.0,11.0,0.013414634146341463,199824.0,48088.0,413385.0,13259005.0,48318.0,63394.0,1320250.0,0.01589242053789731,693167683701968896
unverified,-4433.0675675675675,-1103.554054054054,22174.3375,816.0125,640.875,24.55,25489.65,67.0,0.0,7.0,0.0945945945945946,3817.0,3125.0,154663.0,8932.0,5158.0,190.0,211013.0,0.0,724624672604610562
unverified,-40482.73026315789,-647.7565789473684,3244.6470588235293,927.4640522875817,765.3202614379085,35.490196078431374,55335.45751633987,152.0,0.0,0.0,0.0,-324.0,3897.0,121818.0,41953.0,5324.0,209.0,695642.0,0.0,655432919595548672
non-rumor,-51466881.02857143,1020.28,24317.32664756447,160432.22922636103,1237.8710601719197,600.2865329512894,60102.9111747851,346.0,0.0,4.0,0.011428571428571429,1964.0,37471.0,397704.0,55087810.0,37592.0,183188.0,1955568.0,0.017191977077363897,692014905239666688
true,-101077.96,-2419.32,28286.875,11073.9375,4669.34375,50.90625,45436.125,25.0,0.0,0.0,0.0,-13798.0,11016.0,346996.0,113900.0,18229.0,895.0,494477.0,0.0,544520042810200064
non-rumor,-8978962.608562691,617.6788990825688,24785.996951219513,29714.420731707316,1187.371951219512,338.2560975609756,59616.67987804878,318.0,0.0,9.0,0.027522935779816515,1522.0,33681.0,664747.0,9351921.0,34228.0,88690.0,1320250.0,0.01524390243902439,692803280238419971
false,-1430801.9528301887,-64.94654088050315,18501.45061728395,6056.166666666667,638.6327160493827,46.632716049382715,46486.06172839506,309.0,0.0,9.0,0.02830188679245283,2592.0,13248.0,216962.0,1637087.0,13901.0,10404.0,368428.0,0.0030864197530864196,664000310856310784
unverified,-34803.153846153844,-16818.46153846154,64669.912621359224,4956.1067961165045,4369.446601941748,108.64077669902913,99067.26213592233,13.0,0.0,0.0,0.0,-283.0,687.0,524763.0,76351.0,58374.0,1886.0,551102.0,0.0,742571519105077248
non-rumor,-1276488.7668886774,501.51569933396763,48650.71226415094,6098.964150943396,3778.5990566037735,97.43301886792453,75309.94056603774,1044.0,0.0,7.0,0.006660323501427212,12587.0,175239.0,597765.0,1397137.0,175241.0,21464.0,1320242.0,0.0018867924528301887,767541796410839040
true,-199820.27860696518,-95786.13930348259,60236.47368421053,15552.368421052632,9230.947368421053,164.30143540669857,100435.43540669857,198.0,0.0,3.0,0.014925373134328358,45881.0,70514.0,564603.0,279826.0,186919.0,2905.0,815400.0,0.004784688995215311,641972184412327937
false,-9658.833333333334,-1410.8333333333333,23721.53488372093,6012.279069767442,1688.5813953488373,30.25581395348837,37085.395348837206,4.0,0.0,2.0,0.3333333333333333,801.0,64.0,695400.0,54347.0,17782.0,254.0,475044.0,0.0,651321040119963648
false,-255986.22012578617,656.7515723270441,34223.600619195044,3923.9597523219813,1987.312693498452,113.71207430340557,71087.60681114551,308.0,0.0,10.0,0.031446540880503145,9088.0,23955.0,663575.0,318342.0,24230.0,6617.0,801169.0,0.009287925696594427,662151653462790144
non-rumor,-14443989.835390946,-28779.699588477368,33143.28278688525,65058.975409836065,1090.3196721311476,152.422131147541,41141.188524590165,239.0,0.0,4.0,0.01646090534979424,5822.0,2619.0,1171963.0,15531262.0,31853.0,31755.0,567768.0,0.004098360655737705,693844030589902848
false,-2466627.0938628158,2277.3537906137185,40495.35379061372,13369.768953068593,3170.292418772563,121.66787003610108,72243.04332129964,274.0,0.0,3.0,0.010830324909747292,6677.0,97525.0,510663.0,2701085.0,97885.0,12386.0,668392.0,0.010830324909747292,676067381299576832
true,-207423.3563218391,-7570.494252873563,25605.98888888889,5812.2,2451.788888888889,115.2,68029.61111111111,86.0,0.0,1.0,0.011494252873563218,2993.0,61409.0,358889.0,221578.0,70095.0,3979.0,946032.0,0.0,544491151118860289
