label,structural_1_hop_neighbor_count,structural_2_hop_neighbor_count,structural_3_hop_neighbor_count,structural_4_hop_neighbor_count,structural_5_hop_neighbor_count,structural_6_hop_neighbor_count,structural_7_hop_neighbor_count,structural_8_hop_neighbor_count,structural_avg_depth,structural_dst_user_count,structural_max_depth,structural_reply_count,structural_reply_users_count,structural_retweet_count,structural_retweet_reply_percent,structural_retweet_users_count,structural_root_to_all_depth_max,structural_root_to_all_depth_sum,structural_src_dst_user_percent,structural_src_user_count,structural_trace_count,tweet_id,temporal___avg_diff_time_from_root,temporal___avg_diff_time_from_src,temporal___avg_reply_time_from_root,temporal___avg_reply_time_from_src,temporal___avg_retweet_time_from_root,temporal___avg_retweet_time_from_src,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,struct_temp_1_hop_neighbor_max_time,struct_temp_1_hop_neighbor_mean_time,struct_temp_1_hop_neighbor_median_time,struct_temp_2_hop_neighbor_max_time,struct_temp_2_hop_neighbor_mean_time,struct_temp_2_hop_neighbor_median_time
false,41.0,11.0,1.0,3.0,1.0,0.0,0.0,0.0,1.2113402061855671,387.0,6.0,2.0,2.0,385.0,0.9948320413436692,385.0,6.0,470.0,0.10416666666666667,45.0,387.0,652783670370115585,64.85527131782946,133.12875968992248,0.0,507.525,65.19218181818182,131.18384415584413,-1668627.84,1478.513846153846,9964.454545454546,8599.942424242425,1626.8757575757575,39.972727272727276,66751.37272727273,309.0,0.0,16.0,0.04923076923076923,1499.0,87932.0,147899.0,1953284.0,87933.0,7605.0,626485.0,0.0,4940.03,124.3534242424242,19.745,4940.03,124.3534242424242,13.049999999999995
false,80.0,27.0,9.0,2.0,2.0,0.0,0.0,0.0,1.5953177257525084,298.0,6.0,7.0,7.0,291.0,0.976510067114094,291.0,6.0,477.0,0.1989247311827957,74.0,298.0,674187250792558592,583.1544630872482,1233.3458389261748,117.25428571428571,213.32142857142856,594.3616838487974,1257.8825085910655,-18000.71551724138,-1682.4094827586207,17225.525291828795,1058.0778210116732,759.9338521400779,35.062256809338514,29158.949416342413,207.0,1.0,24.0,0.10344827586206896,5031.0,5188.0,261423.0,28123.0,8472.0,2942.0,715732.0,0.0,58343.28,879.0995505617973,92.035,58343.28,879.0995505617973,13.840000000001085
unverified,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1021505376344083,185.0,2.0,39.0,36.0,150.0,0.7936507936507936,149.0,2.0,205.0,0.06091370558375635,12.0,191.0,726043971911213057,10.633174603174602,235.59587301587302,3.26,93.39487179487179,12.5502,272.56813333333326,-960789.5359477124,1962.3790849673205,36445.65584415585,9936.188311688311,2288.512987012987,127.01948051948051,62646.31818181818,153.0,0.0,0.0,0.0,-1710.0,23098.0,368745.0,1090461.0,23211.0,8828.0,624981.0,0.012987012987012988,21710.28,256.5578787878788,37.22,21710.28,256.5578787878788,23.27
true,34.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3893805309734513,112.0,4.0,4.0,4.0,108.0,0.9642857142857144,108.0,4.0,157.0,0.16417910447761194,22.0,113.0,524935485370929152,2.6085714285714294,61.54669642857142,0.0,3.22,2.7051851851851856,63.70694444444444,-179175.76237623766,-1795.2970297029706,24369.990196078434,11285.274509803921,1658.0196078431372,337.30392156862746,77762.9705882353,97.0,0.0,4.0,0.0396039603960396,5902.0,3771.0,259041.0,270023.0,7750.0,8489.0,472988.0,0.10784313725490197,911.05,42.62986301369864,5.23,911.05,42.62986301369864,4.8100000000000005
unverified,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2366071428571428,223.0,3.0,45.0,36.0,187.0,0.8060344827586207,187.0,3.0,277.0,0.12890625,33.0,256.0,730939370765754368,519.4081034482758,3651.7683189655168,107.1642222222222,1359.8708888888887,618.6111764705881,4203.294438502673,-25008.272727272728,-16247.39393939394,71935.60555555555,8382.972222222223,7198.261111111111,125.41666666666669,109731.56666666668,25.0,0.0,8.0,0.24242424242424246,11479.0,12259.0,597765.0,279830.0,186919.0,2222.0,702026.0,0.0,18624.73,3810.828882352937,1207.19,18624.73,3810.828882352937,516.535
unverified,43.0,15.0,4.0,1.0,0.0,0.0,0.0,0.0,1.380952380952381,230.0,5.0,2.0,2.0,228.0,0.991304347826087,228.0,5.0,319.0,0.1575091575091575,43.0,229.0,723365789378584578,31.170913043478265,156.73882608695655,0.0,615.875,31.44434210526316,152.71131578947367,-834979.5801886794,288.74528301886795,23486.660465116278,6890.223255813953,1072.6976744186047,66.66976744186047,39224.68372093023,199.0,0.0,13.0,0.061320754716981125,30939.0,12922.0,514966.0,1149695.0,13402.0,2592.0,295023.0,0.009302325581395349,4420.4,135.80976047904196,10.51,4420.4,135.80976047904196,26.41
false,31.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2427184466019416,205.0,3.0,17.0,17.0,189.0,0.9174757281553398,189.0,3.0,256.0,0.1276595744680851,30.0,207.0,674244561519161344,19.993058252427186,153.68043689320388,3.6747058823529417,28.405294117647056,21.46084656084656,164.94857142857143,-7911743.958115183,-1409.6753926701572,20975.134715025903,53352.70984455958,1077.8704663212436,763.5129533678756,49223.18134715026,181.0,0.0,10.0,0.052356020942408384,56028.0,6102.0,375742.0,9811466.0,8871.0,127891.0,412698.0,0.02590673575129533,5021.0,140.79853658536584,22.055,5021.0,140.79853658536584,8.845
true,30.0,35.0,18.0,4.0,0.0,0.0,0.0,0.0,1.9184782608695647,183.0,5.0,5.0,5.0,178.0,0.9726775956284152,178.0,5.0,353.0,0.13270142180094788,28.0,182.0,553535829017370625,2.014098360655737,17.665300546448087,0.0,18.276,2.0706741573033707,17.648146067415734,-1725149.8086419753,146.63580246913583,20206.222891566264,22947.439759036144,1442.7469879518073,215.2951807228916,61431.35542168675,156.0,0.0,6.0,0.037037037037037035,63975.0,14087.0,217256.0,3147108.0,14536.0,10463.0,736294.0,0.0783132530120482,181.83,18.778333333333325,4.82,181.83,18.778333333333325,2.3050000000000006
unverified,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0564516129032258,123.0,2.0,25.0,23.0,100.0,0.8,100.0,2.0,131.0,0.06818181818181818,9.0,125.0,731093044460683264,3.70792,136.63703999999998,4.836,99.25760000000002,3.4259,145.9819,-12479642.24074074,-101.23148148148148,37189.73831775701,128951.91588785047,1744.7850467289718,920.5514018691588,97409.90654205608,107.0,0.0,1.0,0.009259259259259259,423.0,11784.0,382388.0,13615413.0,13303.0,89688.0,1651608.0,0.009345794392523364,7440.58,145.0959130434783,18.6,7440.58,145.0959130434783,11.285
non-rumor,167.0,66.0,9.0,0.0,0.0,0.0,0.0,0.0,1.3727064220183487,871.0,4.0,8.0,8.0,865.0,0.990836197021764,864.0,4.0,1197.0,0.06645230439442658,62.0,875.0,693086218276474880,8.781649484536084,164.05517754868268,1.0699999999999998,22.098750000000006,8.852971098265895,165.3680693641619,-11582591.384615386,-22731.465734265734,27095.71794871795,30912.878542510123,1593.9014844804321,81.62483130904184,54488.35222672066,703.0,0.0,12.0,0.016783216783216783,115545.0,22018.0,707181.0,15531321.0,53871.0,31758.0,771912.0,0.0026990553306342783,18029.85,187.47602543720214,49.42,18029.85,187.47602543720214,19.569999999999997
non-rumor,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0284810126582278,315.0,2.0,12.0,12.0,303.0,0.961904761904762,303.0,2.0,325.0,0.033742331288343565,11.0,314.0,692150118921957376,7.8013650793650795,611.1519365079365,0.0,897.75,8.110330033003299,599.8015181518152,-10824844.352739723,1386.9041095890411,24022.901023890787,39424.109215017066,1556.334470989761,293.3481228668942,37124.470989761096,287.0,0.0,5.0,0.017123287671232876,8065.0,41874.0,442537.0,11131085.0,41888.0,73849.0,969145.0,0.006825938566552901,68230.1,630.5070491803277,31.54,68230.1,630.5070491803277,11.265000000000072
false,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0920245398773003,325.0,3.0,7.0,7.0,318.0,0.9784615384615384,318.0,3.0,356.0,0.06876790830945559,24.0,324.0,656830586577883136,4.3494153846153845,74.1956,0.0,21.69571428571428,4.445157232704402,75.3512578616352,-13047217.95049505,-3286.19801980198,19657.529411764706,49865.54901960785,2603.333333333333,292.3725490196078,45852.107843137244,298.0,0.0,5.0,0.0165016501650165,643.0,399162.0,1091702.0,14268967.0,399698.0,56268.0,1183842.0,0.013071895424836602,6433.88,58.12121621621626,17.869999999999994,6433.88,58.12121621621626,19.41
true,36.0,26.0,6.0,4.0,0.0,0.0,0.0,0.0,1.9453125,127.0,5.0,12.0,12.0,115.0,0.905511811023622,115.0,5.0,249.0,0.17532467532467533,27.0,131.0,553543369604210689,4.3170866141732285,13.989055118110235,2.474166666666666,11.253333333333336,4.509391304347828,14.274521739130435,-26057.48979591837,-3908.3775510204077,30534.615384615387,5049.134615384615,2335.153846153846,200.5576923076923,76153.16346153848,88.0,0.0,10.0,0.1020408163265306,72061.0,44220.0,370621.0,85822.0,46913.0,2911.0,611457.0,0.08653846153846154,51.15,14.119636363636367,15.8,51.15,14.119636363636367,2.089999999999999
non-rumor,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1083238312428734,876.0,3.0,144.0,139.0,740.0,0.8371040723981901,738.0,3.0,972.0,0.028824833702882482,26.0,887.0,767814876433571840,23.14473981900452,529.2315497737558,2.4050694444444445,398.77833333333336,27.180567567567568,554.6170405405406,-16739850.45,-1373.8702702702706,42207.86486486487,29142.76216216216,3140.1702702702696,150.49594594594598,64074.58513513514,739.0,0.0,1.0,0.0013513513513513516,3980.0,54278.0,684944.0,18518008.0,54676.0,65782.0,1029374.0,0.004054054054054054,12949.98,501.08189500640253,60.98,12949.98,501.08189500640253,106.61
true,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0983050847457627,294.0,3.0,34.0,34.0,261.0,0.8847457627118644,261.0,3.0,324.0,0.06369426751592358,20.0,297.0,649985459389661184,19.820067796610168,147.80938983050845,4.073235294117646,87.60176470588236,21.871379310344825,155.65252873563222,-39432275.78438662,657.3308550185874,30844.191176470587,161940.86764705885,1762.5036764705883,838.3272058823529,77159.75735294117,268.0,0.0,1.0,0.0037174721189591076,505.0,39640.0,331416.0,43296882.0,40527.0,199783.0,2193739.0,0.04044117647058824,8879.27,156.35394736842125,20.865,8879.27,156.35394736842125,9.569999999999991
true,47.0,11.0,29.0,8.0,0.0,0.0,0.0,0.0,1.6171617161716172,302.0,5.0,9.0,9.0,293.0,0.9701986754966888,293.0,5.0,490.0,0.10914454277286137,37.0,305.0,553531413459660800,1.8659271523178809,24.331291390728477,0.0,328.9711111111111,1.9232423208191125,14.973754266211603,-2561482.72,938.9709090909092,16207.38989169675,25557.086642599283,1628.8989169675087,270.7003610108303,51532.3321299639,266.0,0.0,9.0,0.03272727272727273,2019847.0,28019.0,289817.0,3484644.0,28022.0,23628.0,465940.0,0.07220216606498195,2844.68,30.02376811594204,3.7,2844.68,30.02376811594204,3.35
non-rumor,245.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.361794500723589,690.0,3.0,62.0,59.0,631.0,0.9105339105339104,631.0,3.0,941.0,0.03899721448467967,28.0,700.0,693840291992838147,13.772972582972587,584.8199567099567,0.949516129032258,293.3522580645162,15.032963549920758,613.458621236133,-32309736.83003953,581.2707509881423,24822.48722986248,84970.39685658153,1681.9410609037327,345.99017681728884,62574.41650294695,490.0,0.0,16.0,0.031620553359683785,10019.0,105434.0,1753153.0,41805822.0,106542.0,138304.0,1800871.0,0.019646365422396856,22111.17,397.3721719457012,45.54,22111.17,397.3721719457012,488.44
false,71.0,64.0,21.0,5.0,1.0,0.0,0.0,0.0,1.9438943894389442,302.0,6.0,14.0,13.0,290.0,0.9539473684210528,289.0,6.0,589.0,0.20105820105820105,76.0,303.0,663925546812837888,152.96661184210532,339.7419736842105,2.2728571428571427,555.0557142857143,160.24148275862072,329.3475172413793,-9097.575862068963,-27.93793103448276,43354.558219178085,1369.61301369863,719.0513698630137,68.08904109589041,48189.20547945205,255.0,0.0,35.0,0.1206896551724138,36003.0,14048.0,817395.0,46768.0,14078.0,1703.0,739649.0,0.023972602739726026,5835.5,503.01171428571416,186.29,5835.5,503.01171428571416,44.30000000000007
true,707.0,211.0,22.0,3.0,2.0,1.0,0.0,0.0,1.9838969404186797,1241.0,7.0,100.0,94.0,1158.0,0.920508744038156,1148.0,7.0,2464.0,0.08950843727072634,122.0,1265.0,614604054552018944,49.71155007949125,236.98957074721784,64.92070000000001,410.6891,48.39815198618307,221.98961139896375,-22141036.953885566,-261.4073441502989,14719.793637145314,37978.71883061049,753.3800515907138,153.067067927773,22834.8271711092,1110.0,0.0,61.0,0.05209222886421862,41797672.0,29549.0,971620.0,41805921.0,30462.0,138305.0,756963.0,0.013757523645743766,19341.92,411.0929152542373,115.68,19341.92,411.0929152542373,27.79
false,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076086956521739,91.0,3.0,1.0,1.0,91.0,0.9891304347826086,90.0,3.0,99.0,0.07142857142857142,7.0,92.0,637382230394822656,8.524891304347825,525.4585869565218,0.0,2.02,8.618571428571428,531.2106593406593,-195616.0909090909,-173301.89610389608,43156.367088607585,8102.46835443038,7827.835443037975,211.29113924050637,100247.21518987342,77.0,0.0,0.0,0.0,-363.0,-75.0,461361.0,212320.0,188596.0,4025.0,1086840.0,0.0,10408.2,567.4046428571427,101.8,10408.2,567.4046428571427,18.28
false,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1888888888888889,89.0,3.0,1.0,1.0,88.0,0.9887640449438202,88.0,3.0,107.0,0.12745098039215685,13.0,88.0,661222523275636736,56.49606741573032,845.3520224719101,0.0,179.48,57.13806818181818,852.91875,-105543.32432432432,-142772.62162162163,73491.90789473684,6434.578947368421,6408.25,174.921052631579,112881.3947368421,74.0,0.0,0.0,0.0,-1647.0,-1956.0,796403.0,128595.0,172935.0,1247.0,832647.0,0.013157894736842105,4339.68,918.7415068493152,249.1,4339.68,918.7415068493152,5.7650000000000015
unverified,34.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2842105263157897,189.0,4.0,18.0,18.0,172.0,0.9052631578947368,171.0,4.0,244.0,0.12903225806451613,28.0,190.0,714531423273746432,85.91468421052632,423.6061052631578,40.94055555555556,509.57,90.62127906976744,414.60988372093016,-27325.149068322982,-1690.745341614907,35177.412121212124,3283.2242424242418,2510.557575757576,95.76363636363637,72539.45454545454,155.0,0.0,6.0,0.037267080745341616,52738.0,31290.0,354825.0,89653.0,34640.0,1976.0,1313434.0,0.01818181818181818,4037.48,505.6313103448276,365.32,4037.48,505.6313103448276,38.7
false,164.0,66.0,31.0,12.0,10.0,1.0,0.0,0.0,1.766355140186916,677.0,7.0,12.0,12.0,665.0,0.9822747415066471,665.0,7.0,1134.0,0.2236238532110092,195.0,693.0,675043569367982081,120.84893648449041,221.02237813884784,15.283333333333333,327.9533333333334,122.75387969924812,219.09279699248123,-196524.30122591945,-1050.9964973730298,27422.184818481852,1748.483498349835,791.6023102310231,35.81188118811881,54681.71452145215,500.0,0.0,71.0,0.1243432574430823,3006.0,20879.0,591415.0,353985.0,22702.0,8406.0,710340.0,0.0016501650165016502,4627.87,318.6183193277309,223.68,4627.87,318.6183193277309,14.929999999999984
true,27.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.160919540229885,260.0,4.0,19.0,19.0,241.0,0.926923076923077,241.0,4.0,303.0,0.09722222222222222,28.0,260.0,544314234541469696,10.470038461538463,80.56188461538461,1.3073684210526315,6.345789473684211,11.19240663900415,86.41294605809132,-8638595.923404256,-1454.672340425532,15322.62447257384,46247.38818565401,1265.9662447257385,682.7130801687764,46366.25316455696,227.0,0.0,8.0,0.03404255319148936,8591.0,9632.0,245653.0,9811467.0,12401.0,127892.0,1320250.0,0.07172995780590717,1316.65,79.53986725663711,22.56,1316.65,79.53986725663711,11.299999999999995
unverified,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.037037037037037,161.0,2.0,0.0,0.0,161.0,1.0,161.0,2.0,168.0,0.04166666666666666,7.0,161.0,651809229842608128,109.68173913043478,18700.33906832298,,,109.68173913043478,18700.33906832298,-4806.986206896552,-2253.041379310345,7806.632653061224,1363.0272108843535,3676.0408163265306,158.42176870748295,70842.61904761905,141.0,0.0,4.0,0.027586206896551724,15431.0,8398.0,181781.0,21410.0,14341.0,1069.0,537619.0,0.0,31518.68,18531.787857142863,26255.785,31518.68,18531.787857142863,24360.57
non-rumor,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0801033591731266,386.0,3.0,60.0,58.0,328.0,0.8453608247422679,328.0,3.0,418.0,0.06763285024154589,28.0,387.0,693140340367187969,4.407345360824742,164.2934536082474,1.9135,106.92733333333334,4.863536585365853,174.78725609756097,-31327024.23809524,356.25770308123253,21030.421787709496,95579.7374301676,700.4134078212289,186.87988826815644,37729.192737430174,347.0,0.0,10.0,0.028011204481792718,42807.0,17988.0,320542.0,33890905.0,18285.0,59969.0,808839.0,0.00558659217877095,9074.05,147.5838718662952,14.98,9074.05,147.5838718662952,19.89
true,16.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1407035175879396,198.0,4.0,7.0,7.0,191.0,0.9646464646464646,191.0,4.0,227.0,0.09174311926605504,20.0,199.0,553534838880608256,1.221161616161616,10.23580808080808,0.0,4.934285714285714,1.265916230366492,10.430104712041881,-1411650.8870056497,736.4689265536722,19633.421348314605,19848.955056179777,1914.3314606741571,296.2865168539326,75020.12359550562,172.0,0.0,5.0,0.02824858757062147,26955.0,31133.0,223652.0,1585649.0,34640.0,20391.0,927735.0,0.1404494382022472,190.83,9.09568181818182,2.9400000000000004,190.83,9.09568181818182,1.995
false,166.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4424083769633507,381.0,3.0,90.0,87.0,302.0,0.7704081632653061,295.0,3.0,551.0,0.035443037974683546,14.0,392.0,633961125126668288,15.243265306122453,156.15882653061226,6.037000000000001,174.1128888888889,17.986854304635767,150.80827814569537,-24615217.64722222,1463.7666666666669,20662.090909090908,169728.75852272724,2127.213068181818,689.9545454545455,68325.65625,358.0,0.0,2.0,0.005555555555555557,52300433.0,137481.0,259415.0,55087320.0,137822.0,183190.0,1955493.0,0.022727272727272728,3204.72,173.88732394366195,94.62,3204.72,173.88732394366195,43.45
true,40.0,19.0,2.0,1.0,0.0,0.0,0.0,0.0,1.58,149.0,5.0,11.0,10.0,139.0,0.9266666666666666,139.0,5.0,237.0,0.14857142857142858,26.0,150.0,544512108885725184,0.5244,9.766333333333334,1.5572727272727271,10.10090909090909,0.4426618705035971,9.739856115107914,-121711.31199999999,155.416,31206.828125,14230.046875,2432.734375,197.0234375,77193.546875,117.0,0.0,8.0,0.064,420348.0,49881.0,900431.0,516015.0,52226.0,3028.0,894817.0,0.140625,64.2,4.418045977011494,1.13,64.2,4.418045977011494,2.26
true,64.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0729783037475344,1013.0,4.0,20.0,10.0,1004.0,0.98046875,1003.0,4.0,1088.0,0.05503731343283582,59.0,1043.0,552805488631758849,4.805830078125,356.0506347656251,2.367,31.7095,4.8544123505976104,362.51161354581683,-51333558.88432433,963.3783783783784,15045.410173160171,63022.66666666666,1324.232683982684,252.64826839826839,39455.49025974026,909.0,0.0,16.0,0.017297297297297298,10960.0,137703.0,605765.0,55087874.0,137824.0,183188.0,1688330.0,0.02489177489177489,255992.08,381.37875000000014,32.86,255992.08,381.37875000000014,11.729999999999961
false,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.393333333333333,149.0,3.0,22.0,21.0,129.0,0.8543046357615894,128.0,3.0,209.0,0.13372093023255813,23.0,150.0,645711628046995462,90.33721854304638,419.1760927152318,5.132727272727274,180.6068181818182,104.86821705426355,459.86232558139534,-14365.213114754099,-8380.647540983606,27755.656000000003,5162.32,4893.3279999999995,84.792,67525.82400000001,102.0,0.0,20.0,0.16393442622950818,110391.0,97681.0,260640.0,117343.0,102009.0,1193.0,452212.0,0.0,4080.17,459.3373626373625,94.17,4080.17,459.3373626373625,30.16499999999984
true,169.0,155.0,14.0,0.0,0.0,0.0,0.0,0.0,1.5355303810504637,970.0,4.0,22.0,20.0,950.0,0.977366255144033,950.0,4.0,1491.0,0.08748824082784573,93.0,974.0,614608936491188225,78.02927983539095,219.76914609053506,18.87,419.0154545454545,79.39928421052629,215.15502105263158,-2066228.9921612544,-1353.8297872340424,19288.92486187845,5762.350276243094,885.8232044198895,64.80662983425414,35038.7226519337,865.0,0.0,28.0,0.03135498320268757,400175.0,24721.0,718429.0,2994198.0,27493.0,21858.0,2193934.0,0.02541436464088398,5454.65,223.33606012658245,46.77,5454.65,223.33606012658245,16.87
non-rumor,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0607734806629834,361.0,2.0,19.0,17.0,344.0,0.9476584022038568,344.0,2.0,384.0,0.05,19.0,363.0,693858804279201794,6.8017906336088165,368.1,1.3710526315789473,53.02578947368421,7.1017441860465125,385.5023546511628,-40635473.60615385,-3059.049230769231,22869.382262996944,135649.13455657492,2652.149847094801,724.0061162079511,49864.63302752293,321.0,0.0,4.0,0.012307692307692308,3810.0,258135.0,496688.0,43297689.0,259022.0,199785.0,959975.0,0.021406727828746176,85221.68,380.02778106508873,21.035,85221.68,380.02778106508873,41.57000000000001
false,62.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.338095238095238,211.0,3.0,40.0,37.0,177.0,0.8156682027649771,174.0,3.0,281.0,0.145748987854251,36.0,234.0,674014933235859456,195.0787557603687,864.4073271889399,135.15125,956.9915,208.62169491525424,843.4843502824858,-56158.52121212121,-50641.024242424246,50899.84745762712,8459.084745762711,5804.5197740113,105.31638418079096,91491.8813559322,156.0,0.0,9.0,0.054545454545454536,125134.0,11752.0,516760.0,186462.0,78039.0,1350.0,629037.0,0.0,3885.42,993.1809859154934,411.47,3885.42,993.1809859154934,146.92499999999995
non-rumor,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087087087087087,332.0,2.0,22.0,20.0,312.0,0.934131736526946,312.0,2.0,362.0,0.023529411764705882,8.0,333.0,690042063958732800,67.7381137724551,528.4931137724551,1.586818181818182,599.5668181818181,72.40262820512821,523.4815064102563,-37361397.25961538,1071.224358974359,21165.74358974359,242512.04487179487,1139.3653846153845,1086.2596153846157,75285.55448717947,310.0,0.0,2.0,0.00641025641025641,3236.0,28288.0,354952.0,39537931.0,28291.0,134850.0,1800871.0,0.02564102564102564,12534.88,572.6060927152317,83.22999999999998,12534.88,572.6060927152317,47.77000000000002
non-rumor,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0298507462686568,267.0,2.0,29.0,28.0,239.0,0.8917910447761194,239.0,2.0,276.0,0.014760147601476013,4.0,267.0,693041285087756288,0.14992537313432838,152.32876865671645,0.06482758620689655,156.60172413793106,0.1602510460251046,151.8102928870293,-23968224.650406506,714.439024390244,20048.18699186992,107395.76829268293,827.930894308943,521.8333333333334,51248.987804878045,246.0,0.0,0.0,0.0,-415.0,12054.0,508266.0,24965535.0,12124.0,113421.0,1711952.0,0.016260162601626018,2847.98,154.94837209302318,33.42,2847.98,154.94837209302318,32.78
